addr_state,debt_to_income_ratio,emp_length,loan_amnt,status,title,zip_code
AR,6.94%,,8000.0,declined,Major purchase,729xx
FL,29.06%,< 1 year,38000.0,declined,Debt consolidation,339xx
TX,31.1%,< 1 year,2000.0,declined,Other,797xx
NJ,23.27%,< 1 year,20000.0,declined,Other,070xx
GA,34.32%,< 1 year,1000.0,declined,Other,300xx
GA,2.3%,< 1 year,1500.0,declined,Credit card refinancing,302xx
IN,100%,1 year,12450.0,declined,Car financing,468xx
TX,5.56%,< 1 year,5000.0,declined,Debt consolidation,787xx
IL,1.72%,< 1 year,1000.0,declined,Other,606xx
AR,12.17%,< 1 year,15000.0,declined,Other,727xx
MI,100%,< 1 year,8000.0,declined,Credit card refinancing,484xx
NC,19.95%,< 1 year,1000.0,declined,Moving and relocation,285xx
WI,7.13%,< 1 year,5000.0,declined,Business,532xx
NY,3.16%,6 years,40000.0,declined,Business,117xx
TX,10.43%,< 1 year,10000.0,declined,Major purchase,780xx
MS,12.12%,10+ years,20000.0,declined,Debt consolidation,390xx
CO,12.48%,< 1 year,30000.0,declined,Business,801xx
FL,65.3%,< 1 year,10000.0,declined,Home buying,334xx
TX,1.12%,< 1 year,32000.0,declined,Debt consolidation,751xx
CA,22.36%,< 1 year,20000.0,declined,Debt consolidation,923xx
CA,21.5%,< 1 year,16500.0,declined,Debt consolidation,917xx
NC,22.95%,< 1 year,5000.0,declined,Debt consolidation,272xx
OR,52.49%,< 1 year,3500.0,declined,Other,976xx
NY,35.52%,< 1 year,10000.0,declined,Debt consolidation,115xx
MA,0%,< 1 year,1000.0,declined,Other,021xx
FL,2.72%,< 1 year,20000.0,declined,Business,336xx
NC,21.27%,< 1 year,1000.0,declined,Other,282xx
TN,14.82%,< 1 year,5000.0,declined,Other,381xx
VA,1.32%,< 1 year,10000.0,declined,Car financing,231xx
TX,0%,< 1 year,2500.0,declined,Car financing,750xx
VA,31.77%,< 1 year,30000.0,declined,Credit card refinancing,234xx
OH,7.68%,< 1 year,6000.0,declined,Debt consolidation,458xx
TN,100%,< 1 year,6500.0,declined,Debt consolidation,370xx
PA,25.54%,< 1 year,6000.0,declined,Debt consolidation,190xx
NC,15.12%,< 1 year,2000.0,declined,Car financing,283xx
NJ,100%,< 1 year,8000.0,declined,Credit card refinancing,070xx
TX,66.82%,< 1 year,7000.0,declined,Debt consolidation,783xx
NY,27.06%,8 years,20000.0,declined,Debt consolidation,119xx
VA,0.06%,< 1 year,20000.0,declined,Other,223xx
MI,36.09%,< 1 year,25000.0,declined,Debt consolidation,482xx
FL,17.25%,< 1 year,11500.0,declined,Debt consolidation,327xx
FL,26.4%,< 1 year,30000.0,declined,Other,325xx
FL,71.2%,,40000.0,declined,Debt consolidation,335xx
MA,100%,< 1 year,1000.0,declined,Vacation,031xx
OH,33.72%,< 1 year,25000.0,declined,Credit card refinancing,453xx
IN,54.68%,< 1 year,40000.0,declined,Debt consolidation,461xx
CA,40.22%,< 1 year,40000.0,declined,Credit card refinancing,905xx
CA,9.81%,< 1 year,1000.0,declined,Other,925xx
VA,0.42%,< 1 year,10000.0,declined,Debt consolidation,233xx
MD,43.08%,< 1 year,10000.0,declined,Debt consolidation,210xx
DE,19.34,6 years,5000.0,accepted,Medical expenses,197xx
NC,38.23%,10+ years,5000.0,declined,Debt consolidation,281xx
GA,15.85%,< 1 year,10000.0,declined,Other,302xx
CA,39.77%,< 1 year,6000.0,declined,Debt consolidation,910xx
TX,43.12%,< 1 year,30000.0,declined,Debt consolidation,794xx
CO,558.8%,< 1 year,25000.0,declined,Debt consolidation,809xx
MA,11367.14%,< 1 year,10000.0,declined,Car financing,027xx
TX,8.78%,< 1 year,16000.0,declined,Debt consolidation,784xx
NY,28.99%,< 1 year,10000.0,declined,Credit card refinancing,142xx
TX,3.89%,< 1 year,5000.0,declined,Debt consolidation,770xx
WI,0%,< 1 year,10000.0,declined,Debt consolidation,541xx
TX,51.08%,< 1 year,15000.0,declined,Debt consolidation,797xx
SC,12.94%,< 1 year,10000.0,declined,Car financing,295xx
FL,7.38%,5 years,4000.0,declined,Other,341xx
TX,19.11%,< 1 year,10000.0,declined,Home buying,774xx
TX,100%,< 1 year,11300.0,declined,Car financing,750xx
FL,25.95%,< 1 year,10000.0,declined,Credit card refinancing,335xx
TX,6.64%,< 1 year,3000.0,declined,Major purchase,770xx
TX,100%,< 1 year,15000.0,declined,Debt consolidation,750xx
IL,3.28%,< 1 year,1000.0,declined,Car financing,606xx
FL,5.16%,< 1 year,2000.0,declined,Car financing,331xx
VA,-1%,< 1 year,100000.0,declined,Business Loan,201xx
LA,35.39%,< 1 year,5000.0,declined,Credit card refinancing,700xx
CA,17.84%,< 1 year,25000.0,declined,Debt consolidation,925xx
GA,31.51%,< 1 year,3025.0,declined,Debt consolidation,300xx
SC,40.08%,< 1 year,20000.0,declined,Debt consolidation,293xx
OR,8.07%,< 1 year,6000.0,declined,Business,978xx
WA,10.04%,< 1 year,3000.0,declined,Debt consolidation,983xx
FL,35.19%,< 1 year,25000.0,declined,Home improvement,338xx
VA,32.06%,< 1 year,20000.0,declined,Debt consolidation,240xx
SC,8.27%,< 1 year,8000.0,declined,Car financing,298xx
MS,9%,2 years,3000.0,declined,Other,394xx
IL,100%,< 1 year,30000.0,declined,Credit card refinancing,605xx
FL,2.64%,< 1 year,20000.0,declined,Credit card refinancing,346xx
TN,40.09%,< 1 year,5000.0,declined,Debt consolidation,385xx
VT,21.64%,2 years,10000.0,declined,Credit card refinancing,058xx
NE,41.53%,< 1 year,5000.0,declined,Debt consolidation,686xx
MI,33.89%,< 1 year,5000.0,declined,Other,481xx
FL,17.23%,,12000.0,declined,Debt consolidation,327xx
CA,38.78%,< 1 year,1500.0,declined,Debt consolidation,913xx
AL,100%,1 year,23575.0,declined,Car financing,354xx
FL,100%,< 1 year,25000.0,declined,Home buying,331xx
CA,19.82%,< 1 year,2000.0,declined,Vacation,900xx
CA,10.03%,< 1 year,5000.0,declined,Medical expenses,923xx
CT,16.66%,< 1 year,15000.0,declined,Debt consolidation,061xx
DE,0%,< 1 year,3000.0,declined,Moving and relocation,199xx
AR,49.33%,< 1 year,15000.0,declined,Debt consolidation,716xx
VA,7.84%,< 1 year,5000.0,declined,Other,236xx
CA,24.49%,< 1 year,40000.0,declined,Debt consolidation,956xx
NY,100%,< 1 year,24000.0,declined,Other,112xx
OH,14.44%,< 1 year,15000.0,declined,Debt consolidation,458xx
TX,106.08%,< 1 year,14000.0,declined,Debt consolidation,785xx
FL,50.99%,< 1 year,30000.0,declined,Debt consolidation,331xx
MS,13.12%,< 1 year,1200.0,declined,Debt consolidation,386xx
TX,35.67%,< 1 year,20000.0,declined,Debt consolidation,761xx
OK,100%,< 1 year,20000.0,declined,Major purchase,740xx
AR,100%,< 1 year,15000.0,declined,Credit card refinancing,717xx
IN,6.99%,< 1 year,30000.0,declined,Other,467xx
MD,23.64%,< 1 year,14000.0,declined,Other,207xx
FL,16.38%,< 1 year,6000.0,declined,Car financing,331xx
CA,12.08%,< 1 year,35000.0,declined,Credit card refinancing,960xx
GA,22.22%,< 1 year,10000.0,declined,Credit card refinancing,304xx
IL,2.81%,< 1 year,1500.0,declined,Debt consolidation,606xx
IL,15.59,5 years,20000.0,accepted,Debt consolidation,607xx
PA,100%,< 1 year,35000.0,declined,Credit card refinancing,180xx
FL,32.94%,< 1 year,25000.0,declined,Credit card refinancing,330xx
TN,16.25%,< 1 year,1000.0,declined,Other,371xx
VA,25.89%,< 1 year,17000.0,declined,Debt consolidation,232xx
WI,37.4%,< 1 year,20000.0,declined,Credit card refinancing,539xx
NY,13.09%,< 1 year,8000.0,declined,Debt consolidation,143xx
OH,31.02%,< 1 year,10000.0,declined,Credit card refinancing,448xx
CA,42.37%,< 1 year,25875.0,declined,Credit card refinancing,928xx
CA,100.91%,< 1 year,35000.0,declined,Home buying,956xx
IL,35.2%,< 1 year,15000.0,declined,Credit card refinancing,606xx
FL,11.44%,< 1 year,3000.0,declined,Debt consolidation,322xx
NM,1.39%,< 1 year,3500.0,declined,Debt consolidation,880xx
SC,54.85%,< 1 year,10000.0,declined,Other,296xx
NY,28.53%,< 1 year,3000.0,declined,Debt consolidation,142xx
OH,1.55%,< 1 year,15000.0,declined,Home buying,452xx
FL,100%,< 1 year,22000.0,declined,Debt consolidation,329xx
NY,28.1%,< 1 year,15000.0,declined,Debt consolidation,145xx
GA,9.11%,< 1 year,5000.0,declined,Debt consolidation,302xx
PA,15.7%,< 1 year,15000.0,declined,Debt consolidation,170xx
WI,20.45%,< 1 year,10000.0,declined,Credit card refinancing,530xx
FL,2.14%,< 1 year,2000.0,declined,Debt consolidation,323xx
CA,25.43%,< 1 year,1000.0,declined,Other,919xx
PA,0%,< 1 year,2000.0,declined,Other,187xx
CA,8.67%,3 years,10000.0,declined,Debt consolidation,917xx
FL,11.67%,< 1 year,10000.0,declined,Debt consolidation,327xx
KS,21.97%,< 1 year,25000.0,declined,Debt consolidation,660xx
OK,31.84%,< 1 year,10000.0,declined,Debt consolidation,731xx
NY,0.16%,< 1 year,7000.0,declined,Home buying,104xx
PA,2.65%,< 1 year,10000.0,declined,Major purchase,163xx
TX,30.79%,< 1 year,2500.0,declined,Medical expenses,770xx
HI,22.7%,< 1 year,35000.0,declined,Debt consolidation,967xx
NJ,100%,< 1 year,5000.0,declined,Debt consolidation,070xx
CA,12.14%,< 1 year,10000.0,declined,Debt consolidation,917xx
LA,41.46%,< 1 year,27000.0,declined,Credit card refinancing,713xx
MS,61.97%,,15000.0,declined,Debt consolidation,388xx
NY,1.57%,< 1 year,4000.0,declined,Debt consolidation,104xx
FL,73.33%,< 1 year,10000.0,declined,Credit card refinancing,328xx
CA,20.21%,< 1 year,32000.0,declined,Debt consolidation,945xx
AZ,17.39%,< 1 year,12000.0,declined,Debt consolidation,864xx
PA,0%,< 1 year,1000.0,declined,Moving and relocation,183xx
VA,11.44%,< 1 year,40000.0,declined,Debt consolidation,225xx
NJ,100%,< 1 year,15000.0,declined,Debt consolidation,071xx
IL,25.84%,2 years,10000.0,declined,Credit card refinancing,606xx
VA,26.85%,< 1 year,2000.0,declined,Other,242xx
IN,14.75%,< 1 year,5000.0,declined,Other,475xx
CA,21.61%,< 1 year,5000.0,declined,Credit card refinancing,939xx
TX,22.94%,< 1 year,5000.0,declined,Debt consolidation,760xx
CA,610%,< 1 year,29000.0,declined,Major purchase,951xx
CA,35.41%,< 1 year,5000.0,declined,Debt consolidation,913xx
NJ,21.34%,< 1 year,30000.0,declined,Debt consolidation,070xx
CA,24.15%,< 1 year,10000.0,declined,Credit card refinancing,958xx
TX,20.54%,< 1 year,8000.0,declined,Other,789xx
CA,100%,< 1 year,20000.0,declined,Credit card refinancing,906xx
MO,7.44%,< 1 year,10000.0,declined,Major purchase,651xx
CA,20.16%,4 years,6000.0,declined,Debt consolidation,923xx
NY,100%,< 1 year,6000.0,declined,Debt consolidation,137xx
TX,35.56%,< 1 year,15000.0,declined,Debt consolidation,774xx
NY,41.59%,< 1 year,40000.0,declined,Debt consolidation,105xx
FL,1.87%,< 1 year,2000.0,declined,Other,335xx
FL,7.62%,< 1 year,10000.0,declined,Credit card refinancing,322xx
MO,8.53%,< 1 year,14000.0,declined,Credit card refinancing,641xx
MA,100%,< 1 year,40000.0,declined,Home buying,021xx
SC,6.48%,< 1 year,10000.0,declined,Other,298xx
OH,0.95%,< 1 year,3000.0,declined,Debt consolidation,439xx
MA,13.2%,< 1 year,10000.0,declined,Debt consolidation,010xx
CA,7.62%,< 1 year,10000.0,declined,Debt consolidation,960xx
MI,17.99,< 1 year,10000.0,accepted,Debt consolidation,484xx
MS,16%,< 1 year,14000.0,declined,Debt consolidation,395xx
LA,100%,,5000.0,declined,Other,708xx
CA,1.37%,< 1 year,10000.0,declined,Credit card refinancing,917xx
OH,28.03%,< 1 year,5000.0,declined,Debt consolidation,449xx
AZ,0%,< 1 year,1000.0,declined,Other,853xx
MD,25.96%,< 1 year,25000.0,declined,Debt consolidation,210xx
TN,-1%,< 1 year,60000.0,declined,Business Loan,381xx
TX,256.02%,< 1 year,30000.0,declined,Debt consolidation,799xx
NY,21.1%,< 1 year,5000.0,declined,Credit card refinancing,140xx
TX,26.83%,< 1 year,10000.0,declined,Credit card refinancing,760xx
NY,34.09%,< 1 year,40000.0,declined,Debt consolidation,133xx
DE,1.78%,< 1 year,5000.0,declined,Other,197xx
FL,7.61%,< 1 year,5000.0,declined,Other,341xx
CO,46.33%,< 1 year,10000.0,declined,Credit card refinancing,815xx
MI,7.2%,< 1 year,2500.0,declined,Debt consolidation,486xx
OK,100%,< 1 year,2000.0,declined,Other,748xx
CA,23.76%,< 1 year,27000.0,declined,Debt consolidation,925xx
PA,100%,< 1 year,1000.0,declined,Other,178xx
WA,17.7,1 year,12800.0,accepted,Debt consolidation,986xx
VA,14.85%,< 1 year,10000.0,declined,Debt consolidation,230xx
VA,0%,< 1 year,2000.0,declined,Medical expenses,232xx
PA,100%,< 1 year,28000.0,declined,Debt consolidation,156xx
CA,63.17%,< 1 year,8000.0,declined,Debt consolidation,922xx
IL,100%,< 1 year,16000.0,declined,Credit card refinancing,606xx
NJ,100%,< 1 year,10000.0,declined,Other,078xx
PA,11.65%,< 1 year,20000.0,declined,Other,173xx
FL,25.93%,< 1 year,20000.0,declined,Debt consolidation,342xx
MT,0%,< 1 year,20000.0,declined,Debt consolidation,591xx
NY,43.12%,< 1 year,40000.0,declined,Debt consolidation,127xx
GA,36.41%,< 1 year,10000.0,declined,Debt consolidation,302xx
CO,60.07%,< 1 year,4500.0,declined,Credit card refinancing,806xx
PA,0%,< 1 year,24950.0,declined,Other,190xx
NJ,17.14%,1 year,2000.0,declined,Home buying,088xx
IL,20.55%,< 1 year,12000.0,declined,Debt consolidation,629xx
IN,39.73%,< 1 year,13000.0,declined,Credit card refinancing,475xx
GA,3.64%,< 1 year,1000.0,declined,Debt consolidation,300xx
IN,37.63%,< 1 year,2000.0,declined,Debt consolidation,466xx
OH,2.03%,,3000.0,declined,Other,441xx
GA,43.27%,< 1 year,15000.0,declined,Home buying,305xx
AZ,33.9%,< 1 year,5000.0,declined,Other,851xx
TX,19.1%,< 1 year,10000.0,declined,Home buying,797xx
TX,23.92%,< 1 year,5000.0,declined,Other,775xx
IN,54.87%,< 1 year,20000.0,declined,Debt consolidation,463xx
IN,38.25%,< 1 year,2500.0,declined,Debt consolidation,467xx
GA,100%,< 1 year,7400.0,declined,Debt consolidation,307xx
PA,13.65%,< 1 year,10000.0,declined,Debt consolidation,194xx
TX,1.5%,< 1 year,5000.0,declined,Other,761xx
NC,16.14%,< 1 year,20000.0,declined,Credit card refinancing,272xx
CA,100%,< 1 year,3000.0,declined,Other,900xx
GA,12.88%,< 1 year,6000.0,declined,Debt consolidation,300xx
MN,13.75%,< 1 year,15000.0,declined,Debt consolidation,550xx
PA,62.01%,< 1 year,30000.0,declined,Debt consolidation,170xx
FL,34.98%,< 1 year,30000.0,declined,Debt consolidation,346xx
OH,29.87%,< 1 year,18000.0,declined,Credit card refinancing,432xx
NY,82.36%,< 1 year,2000.0,declined,Debt consolidation,113xx
IN,12.16%,< 1 year,9000.0,declined,Medical expenses,461xx
MO,11.27%,< 1 year,3800.0,declined,Car financing,653xx
IN,27.24%,< 1 year,17000.0,declined,Other,464xx
NC,0%,< 1 year,6000.0,declined,Other,272xx
GA,100%,< 1 year,11325.0,declined,Car financing,306xx
AZ,23.97%,< 1 year,10000.0,declined,Debt consolidation,852xx
NY,12.29%,< 1 year,15000.0,declined,Debt consolidation,112xx
NC,32.29%,< 1 year,15000.0,declined,Credit card refinancing,278xx
FL,8.3%,< 1 year,10000.0,declined,Credit card refinancing,325xx
MN,11.22%,< 1 year,10000.0,declined,Debt consolidation,550xx
CA,29.66%,< 1 year,10000.0,declined,Debt consolidation,923xx
FL,6.14%,< 1 year,3400.0,declined,Car financing,336xx
FL,15.95%,< 1 year,13500.0,declined,Debt consolidation,346xx
PA,15.3%,< 1 year,15000.0,declined,Debt consolidation,186xx
SD,100%,1 year,25750.0,declined,Car financing,577xx
CA,17.9%,< 1 year,3000.0,declined,Home improvement,908xx
FL,39.1%,< 1 year,5000.0,declined,Credit card refinancing,341xx
FL,100%,< 1 year,1000.0,declined,Medical expenses,327xx
PA,63.19%,< 1 year,15000.0,declined,Credit card refinancing,194xx
NV,30.7%,< 1 year,10000.0,declined,Debt consolidation,890xx
IL,6%,< 1 year,1000.0,declined,Other,624xx
FL,17.74%,< 1 year,14000.0,declined,Debt consolidation,331xx
SC,92.27%,< 1 year,25000.0,declined,Debt consolidation,299xx
MI,6.44%,< 1 year,5500.0,declined,Moving and relocation,481xx
FL,3.11%,< 1 year,10000.0,declined,Debt consolidation,339xx
NY,35.47%,< 1 year,10000.0,declined,Credit card refinancing,115xx
CA,9.78%,< 1 year,2500.0,declined,Other,960xx
TX,6.74%,< 1 year,5000.0,declined,Other,776xx
IN,4.74%,< 1 year,1500.0,declined,Credit card refinancing,472xx
NJ,100%,< 1 year,16025.0,declined,Car financing,071xx
NJ,6%,< 1 year,5000.0,declined,Other,088xx
AR,31.67%,< 1 year,9000.0,declined,Home improvement,724xx
TX,35.75%,< 1 year,10000.0,declined,Debt consolidation,782xx
NJ,21.18%,< 1 year,1750.0,declined,Other,070xx
NY,51.25%,< 1 year,3000.0,declined,Debt consolidation,104xx
OH,16.05%,< 1 year,5000.0,declined,Debt consolidation,454xx
AZ,-1%,< 1 year,80000.0,declined,Business Loan,852xx
PA,63.39%,< 1 year,15000.0,declined,Debt consolidation,191xx
NJ,15.79%,< 1 year,19000.0,declined,Debt consolidation,087xx
TX,3.23%,< 1 year,5000.0,declined,Debt consolidation,768xx
CA,21.75%,< 1 year,5000.0,declined,Debt consolidation,953xx
CA,8.79%,< 1 year,10000.0,declined,Other,921xx
NC,12.46%,< 1 year,5000.0,declined,Debt consolidation,278xx
CA,92.05%,< 1 year,15000.0,declined,Credit card refinancing,902xx
TN,41.6%,< 1 year,10000.0,declined,Major purchase,379xx
VA,9.88%,< 1 year,7000.0,declined,Debt consolidation,201xx
MI,31.72%,< 1 year,20000.0,declined,Debt consolidation,480xx
MI,16.7%,< 1 year,3000.0,declined,Debt consolidation,486xx
CA,7.79,5 years,40000.0,accepted,Credit card refinancing,907xx
GA,35.32%,< 1 year,5000.0,declined,Credit card refinancing,301xx
CA,13.3%,< 1 year,3000.0,declined,Debt consolidation,906xx
NC,19.12%,< 1 year,40000.0,declined,Debt consolidation,282xx
TX,17.5%,< 1 year,3000.0,declined,Debt consolidation,776xx
FL,1.32%,< 1 year,5000.0,declined,Other,336xx
NV,5.94%,< 1 year,1000.0,declined,Debt consolidation,895xx
WI,100%,< 1 year,1000.0,declined,Other,531xx
NC,39.61%,< 1 year,2000.0,declined,Debt consolidation,284xx
CA,6.14%,< 1 year,11000.0,declined,Credit card refinancing,921xx
GA,0%,< 1 year,40000.0,declined,Home buying,302xx
WI,51.79%,< 1 year,5500.0,declined,Credit card refinancing,530xx
CA,2.43%,< 1 year,10000.0,declined,Moving and relocation,935xx
RI,11.32%,< 1 year,3000.0,declined,Debt consolidation,029xx
CA,4.99%,< 1 year,3000.0,declined,Credit card refinancing,902xx
FL,11.84%,4 years,5000.0,declined,Debt consolidation,327xx
IN,29.6%,< 1 year,15000.0,declined,Credit card refinancing,462xx
NJ,31.92%,< 1 year,7000.0,declined,Debt consolidation,086xx
NY,2.4%,< 1 year,3000.0,declined,Debt consolidation,109xx
SC,100%,< 1 year,16275.0,declined,Car financing,296xx
IN,30.53%,< 1 year,40000.0,declined,Debt consolidation,479xx
FL,29.06%,< 1 year,5000.0,declined,Car financing,331xx
PA,19.5%,< 1 year,40000.0,declined,Other,159xx
NE,28.88%,< 1 year,13000.0,declined,Debt consolidation,687xx
KS,0.33%,< 1 year,3000.0,declined,Other,672xx
IL,22.02%,< 1 year,4000.0,declined,Debt consolidation,614xx
AL,5.19%,1 year,5000.0,declined,Other,367xx
NY,7.36%,< 1 year,6000.0,declined,Other,104xx
AZ,2.07%,< 1 year,6000.0,declined,Debt consolidation,852xx
TX,60.91%,< 1 year,10000.0,declined,Debt consolidation,786xx
TX,16.22%,< 1 year,4000.0,declined,Debt consolidation,756xx
CA,19.36%,< 1 year,5000.0,declined,Debt consolidation,956xx
OK,40.67%,< 1 year,4000.0,declined,Car financing,745xx
NY,29.5%,< 1 year,10000.0,declined,Debt consolidation,112xx
WV,64.2%,< 1 year,7500.0,declined,Debt consolidation,263xx
HI,101.22%,< 1 year,3000.0,declined,Other,967xx
NC,21.22%,< 1 year,5000.0,declined,Debt consolidation,275xx
FL,100%,< 1 year,2000.0,declined,Moving and relocation,327xx
MS,50.23%,< 1 year,20000.0,declined,Debt consolidation,390xx
TX,30.76%,< 1 year,15000.0,declined,Other,799xx
CA,60.6%,< 1 year,4000.0,declined,Car financing,902xx
WA,6.27%,< 1 year,6000.0,declined,Other,982xx
NC,0.36%,< 1 year,40000.0,declined,Business,285xx
LA,46.18%,< 1 year,30000.0,declined,Debt consolidation,711xx
MN,38.86%,< 1 year,35000.0,declined,Debt consolidation,554xx
OH,39%,< 1 year,1000.0,declined,Vacation,432xx
PA,1.82%,< 1 year,5000.0,declined,Business,191xx
IL,1090.17%,< 1 year,3000.0,declined,Debt consolidation,606xx
OH,3.69%,< 1 year,2000.0,declined,Other,434xx
IL,46.72%,< 1 year,3825.0,declined,Major purchase,601xx
WA,64.49%,< 1 year,1000.0,declined,Debt consolidation,982xx
NM,13.79%,< 1 year,20000.0,declined,Debt consolidation,875xx
CA,34.89%,< 1 year,20000.0,declined,Debt consolidation,923xx
NV,43.12%,< 1 year,23000.0,declined,Credit card refinancing,891xx
FL,26.28%,2 years,15000.0,declined,Debt consolidation,338xx
CA,27.55%,< 1 year,25000.0,declined,Debt consolidation,920xx
CA,10.48%,< 1 year,10000.0,declined,Debt consolidation,917xx
IN,23.7%,< 1 year,20000.0,declined,Debt consolidation,478xx
LA,36.86%,< 1 year,10000.0,declined,Debt consolidation,700xx
MN,29.91%,< 1 year,5000.0,declined,Debt consolidation,553xx
GA,15.1%,< 1 year,15000.0,declined,Credit card refinancing,300xx
TN,12.35%,< 1 year,5000.0,declined,Car financing,380xx
OH,0%,< 1 year,10000.0,declined,Other,438xx
VA,1.81%,< 1 year,10000.0,declined,Debt consolidation,220xx
IN,35.54%,< 1 year,10000.0,declined,Debt consolidation,467xx
AL,100%,< 1 year,10000.0,declined,Debt consolidation,369xx
AR,10.57,10+ years,5000.0,accepted,Debt consolidation,727xx
NY,13.3%,< 1 year,10000.0,declined,Credit card refinancing,117xx
AR,8.45%,< 1 year,2000.0,declined,Medical expenses,720xx
PA,17.95%,< 1 year,30000.0,declined,Debt consolidation,189xx
MI,35.04%,< 1 year,4000.0,declined,Other,483xx
